	Text	Contains_hate
882	#عاجل مصدر طبي مطلع تصريحات وزير الصحة الدكتور طه المتوكل عن اكتشاف علاج #كورونا ليست للاستهلاك الإعلامي وانما تصريحات من واقع حقيقي وملموس لا مجال للتشكيك فيه والايام القادمة ستبثت ذلك	Not Hatefull
883	اللهم بشرنا بزوال هذا الوباء وارفع عنّا هذا الابتلاء  وطهر الأرض منه واشفي مرضانا ومرضى  العالم اجمعين إنك الغفور الرحيم  اللهم  قلت وقولك الحق وما كان الله معذبهم وهم يستغفرون  فاللهم نستغفرك ونتوب إليك من جميع الذنوب #كورونا_في_الكويت	Not Hatefull
884	مركز #تعزيز_الصحة بجامعة المؤسس يطلق حملة توعوية عن عدوى #فيروس_كورونا بلغة الإشارة ٤/٥ ماذا تفعل عند ظهور الأعراض التنفسية ؟ متى يجب عليك لبس الكمامة ؟ لبس القفازين في الأماكن العامة  #فيروس_كورونا #الوقايه_من_كورونا  #كلنا_مسؤول  #المستشفى_الجامعي @kauhp1  @kauweb  @mohe_sa  https://t.co/u0x92mH3IV	Not Hatefull
885	قالوا كورونا انتشر /قلت كل شئ بقدر /قالوا وباء خطير /قلت ربي علي كل شئ قدير /قالوا ستغلق المساجد /قلت سأظل لله ساجد /قالوا وماالعمل /قلت كل شئ عنده بأجل /قالوا ومالدواء / قلت عليكم بالدعاء يارب ارفع عن امه المسلمين البلاء واكشف عنا الغمه يا ارحم الراحمين ويارب ترجع المساجد عامره	Not Hatefull
886	وزير التعليم مازال يتجاهل طلاب الجامعات وكانه معطيهم لقاح كورونا ومتطمن عليهم !! موووطبيعيييي تداركو الوضع قبل تنتشر فينا !!    #لسلامه_الجامعيين_عن_بعد  https://t.co/884pn0Mn7a	Not Hatefull
887	🔴🔴رئاسة الجمهورية / بيان :  ترأس صباح اليوم رئيس الجمهورية السيد عبد المجيد تبون @TebbouneAmadjid بمقر رئاسة الجمهورية اجتماعا للمجلس الأعلى للأمن خصص لدراسة ومتابعة تطور فيروس #كورونا في البلاد وسيصدر مساء اليوم بيان حول الإجراءات الإضافية المتخذة لمواجهة هذا الوباء. #الجزائر	Not Hatefull
888	#عاجل الجزائر تسجل اليوم 601 اصابة جديدة بفيروس كورونا  تعتبر حصيلة اليوم هي الأكثر منذ بداية انتشار الوباء في الجزائر	Not Hatefull
889	قم بازاله الكاف من كورونا😷 وضع اول حرف من اسمك😉 راح نشوف العجائب😎 انا عرونا 😑🤷‍♀️👀😂🤣😂	Not Hatefull
890	الجزائر #سطيف  وقفات ترحم  على الطبيبة الفقيدة #بوديسة البالغة من  28 سنة التي توفيت هي و جنينها ذو 8 أشهر نتيجة إصابتها بفيروس #كورونا  انا لله وانا اليه راجعون  https://t.co/pr5j36NlsZ	Not Hatefull
891	@ندائي إلى سيادة الرئيس عبد المجيد تبون، نحن ثلاثة رئساء مصالح مؤسسة المذابح والمسمكة لولاية الجزائر قدمنا شكوى رسمية للنائب العام ضد فساد مدير المؤسسة تم فصلنا نهائيا من العمل منذ سنة ونحن نعيش وباء الفقر أخطر من هاذا الوباء الذي إبتلى به الله العالم، رجائنا بالله ثم عليكم لرد  https://t.co/V217y8QTN1	Not Hatefull
892	"ستنجلي هذه الغمة بإذن الله وسيرفع الله البلاء وستعود الحياة كما كانت سنفرح جميعا ان شاء الله ثقوا بالله وأحسنوا الظن فيه  اللهم إنك قُلت""فَمَا ظَنُّكُم بِرَبِّ الْعَالَمِينَ"" وظننا فيك أنك تعفو، وتغفروترحم وتكشف مانحن فيه فاعف عنّاواغفر لناوارحمنا يا ارحم الراحمين  #كورونا_الجديد"	Not Hatefull
893	اليوم الأربعاء 10 ذو القعدة   #نجران تسجل 64 حالة جديدة مصابه بفايروس #كوفيد_19 ومحافظة #شرورة 4 حالات  فيما سجلت محافظة #يدمه 3 حالات   أما محافظتي #ثار و #بدر_الجنوب فسُجل في كلاً منهما حالة واحده . #ملتقى_قبايل_يام_الرسمي  https://t.co/aGkrTLuXOJ	Not Hatefull
894	@zjeran_kw الله يغفر لها ويرحمها الوفاة ليست بسبب كورونا اسال الله ان يتغمدها بواسع رحمته ويلهم اهلها الصبر والسلوان	Not Hatefull
895	📌هذا ما عليكم فعله عند الدخول للمنزل لحماية نفسك وحماية عائلتك من #فيروس_كورونا  #corona #COVID19dz  #Covid_19  https://t.co/QSnKnVvaID	Not Hatefull
896	الفرق بينك وبين يلي معو كورونا، إنو هو عمل فحص وإنت لا. 🚶‍♀️	Not Hatefull
897	واحد بيسال صاحبه  كيف الزواجه قال .  الزواجه نفس الكورونا  أول 15 يوم ما تشعر بأي  أعراض .  وبعدين تبدا تحس بإختناق وضيق تنفس .. و بعدها انت و مناعتك 🤣🤣🤣#ههههههههههه  تشبيه قاتل صراحه	Not Hatefull
898	@AJELNEWS24 خلونا نخلص من كورونا بعدين يطلع لنا هذا 😅	Not Hatefull
899	أيهما أصح .. رفع الحجر عن عدد من الولايات؟ أو رفع الحجر على عدد من الولايات؟  #كورونا  #فيروس_كورونا #الجزائر	Not Hatefull
900	الحكمة من إنه أول يوم العيد حظر بس للسيارات هو عنصر المفاجأة!   الفيروس بكون لابس أواعي العيد ورايح يعيد على خواته بالمحافظات،فمش رح يلقى سيارة يطلع فيها،فيضطر يروح مشي،هون رح يتعب ويبيت عند دار أخته،مش رح يصحى ثاني يوم احنا بنتحرك بالسيارات ثاني يوم ع نظافة. #وليد_عليمات #الأردن	Not Hatefull
901	#نناشد_بابا_سلمان_بالغا_الترم لسلام عليكم أفضل حل للازمه إلي حنا فيها هو إلغاء الترم خاصه أن عدد المصابين بفايروس كورونا في تزايد و البعض ما عنده اجهزه كافيه أو ما عنده مصاريف للنت  فا أفضل حل لجميع الحالتين : إلغاء هذا الترم و اعتماد درجات الفصل الأول .	Not Hatefull
902	وزيرة الهجرة تنفي وصول مركب من إيطاليا ينقل مصريين مصابين بـ«كورونا» | المصري اليوم  https://t.co/17TklFg7Qh via @AlMasryAlYoum AlYoum	Not Hatefull
903	"""الصحة العالمية"" تحذر من موجة ثانية لا مفر منها لجائحة كورونا التفاصيل| الوطن:  https://t.co/KAQ3AJAvfV  https://t.co/cdcVwZ944e"	Not Hatefull
904	فعالية الظهر والحر والشمس 😂😂  شل اول حرفين من كورونا وحط مكانهم اول حرفين من اسمك نشوف وش يطلع 😂😂  انا طلعت مارونا هههههههه زين قريب من مارادونا	Not Hatefull
905	يتبع ماسبق  الطوابير منظمة مستشفيات متأهبة شباب مسؤول و أعمال خيرية منتشرة  تضامن شعبي القهاوي مسكرة  الملاعب فاضية لا اختلاط لا مصافحة  *الكورونا ما جات تقتل جات تربي* 👌🏻  ونقول شكرا لك ياوالدي ياسلمان ملك الحزم  والعزم  خادم الحرمين الشريفين والله يحفظكم للمسلمين  https://t.co/6xHZzJAHdM	Not Hatefull
906	خلونا نوحد الدعاء على كورونا اللي مو سامح لي اشوفهم💔  https://t.co/rN2p60aG1x	Not Hatefull
907	نسألكم الدعاء،، ولد عمنا *يعقوب نواب البلوشي*         بويوسف  تأكدت بإصابتة بڤايرس كورونا   ويرقد حالياً في مستشفى جابر نسأل الله له العفو والعافية وتمام العافية ودوام العافية بإذن الله تعالىٰ  https://t.co/4c6kpErMhz	Not Hatefull
908	"كونو علي يقين: ان هناك شئ ينتظرنا بعد الصبر  ليبهرنا وينسينا  مراره الالم؛ ذالك وعد ربنا    ""وبشر الصابرين""  #خلك_في_البيت  #كوفيد_19  https://t.co/2r18v29FNP"	Not Hatefull
909	#رئاسة_الجمهورية 🇩🇿 📌رئيس الجمهورية #عبد_المجيد_تبون يترأس غدا الإجتماع الدوي لمجلس الوزراء  📌المجلس يتضمن جدول اجتماع بحث ودراسة عدد من الملفات ذات صلة بقطاع العدالة، النقل والمالية 📌عروض حول التحضيرات الجارية لتنظيم الدخول المدرسي والجامعي والتكوين المهني في ظل جائحة كورونا  https://t.co/I2WxdH1I05	Not Hatefull
910	للوقاية من كرونا، يجب غسل اليد بالماء والصابون لمدة ٤٠ ثانية  استخدام المعقم الكحولي لمدة ٢٠ ثانية على كامل اليد   تجربة غسل اليدين للوقاية من كورونا  https://t.co/QEkjqh4BTn   #كلية_الاتصال_والإعلام  #جامعة_الملك_عبدالعزيز  #خليك_في_البيت  @SaudiMOH	Not Hatefull
911	@hafsi_ahmed1 من المفروض الجزائر أيضا تقوم بنفس الخطوة  ،و ليس إجلاء المسافرين و المغتربين  ،مع الاسف الى الان لم يدركو خطورة الوضع ، اقوى الدول لم تستطع مجابهة الفيروس فما ادراك نحن  ، #حالة_الطوارئ_يا_تبون  #غلق_الحدود_البرية_والبحرية_والجوية_واجب	Not Hatefull
912	أو أقرب حانوتي و شكراً على التعاون و الأعمار بيد الله ! 😅 #لا_داعي_للهلع #سنموت_بعد_قليل #كورونا_لبنان	Not Hatefull
913	5 إرشادات هامة لتجنب الإصابة بفيروس «كورونا»  https://t.co/4MYSHHTw1z  https://t.co/LkquznqX1B	Not Hatefull
914	#نناشد_بابا_سلمان_بالغاء_الترم السلام عليكم أفضل حل للازمه إلي حنا فيها هو إلغاء الترم خاصه أن عدد المصابين بفايروس كورونا في تزايد و البعض ما عنده اجهزه كافيه أو ما عنده مصاريف للنت  فا أفضل حل لجميع الحالتين : إلغاء هذا الترم و اعتماد درجات الفصل الأول .	Not Hatefull
